ORF	start	stop	orientation	name	function	class	subclass	EC	LocateP Subcellular Localization Prediction				
lp_1263	1149211	1150242	+	oppC	oligopeptide ABC transporter, permease protein	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_1264	1150261	1151337	+	oppD	oligopeptide ABC transporter, ATP-binding protein	Transport and binding proteins	Amino acids, peptides and amines		@Intracellular				
lp_1265	1151347	1152309	+	oppF	oligopeptide ABC transporter, ATP-binding protein	Transport and binding proteins	Amino acids, peptides and amines		@Intracellular				
lp_1267	1152851	1153237	+	lp_1267	transcription regulator, MarR family (putative)	Regulatory functions	MarR-family regulators		@Intracellular				
lp_1268	1153425	1153982	+	lp_1268	integrase/recombinase 	Other categories	Phage and prophage related functions		@Intracellular				
lp_1269	1154103	1156319	-	clpE	ATP-dependent Clp protease, ATP-binding subunit ClpE	Cellular processes	Adaptations and atypical conditions (Clp system)		@Intracellular				
lp_1273	1157150	1157413	+	ptsH	phosphocarrier protein Hpr	Transport and binding proteins	PTS systems		@Intracellular				
lp_1274	1157416	1159143	+	ptsI	phosphoenolpyruvate-protein phosphotransferase	Transport and binding proteins	PTS systems	2.7.3.9	@Intracellular				
lp_1275	1159684	1160859	+	lp_1275	1,2-diacylglycerol 3-glucosyltransferase (putative)	Cell envelope	Glycosyltransferase	2.4.1.-	@Intracellular				
lp_1276	1160939	1161895	+	lp_1276	glucosyldiacylglycerol 6-beta-glucosyltransferase	Cell envelope	Glycosyltransferase	2.4.1.-	@Intracellular				
lp_1277	1161965	1163017	+	lp_1277	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_1278	1163084	1164319	+	dacA2	serine-type D-Ala-D-Ala carboxypeptidase	Cell envelope	Murein sacculus and peptidoglycan	3.4.16.4	@Secretory(released) (with CS)				
lp_1280	1164486	1165670	-	araT1	aromatic amino acid specific aminotransferase	Energy metabolism	Amino acids and amines	2.6.1.57	@Intracellular				
lp_1281	1165862	1166095	+	lp_1281	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1283	1166254	1168356	+	lp_1283	membrane sulfatase, alkaline phosphatase superfamily protein	Hypothetical proteins	Conserved: putative function		@Multi-transmembrane				
lp_1288	1175479	1176738	-	ISP1	transposase	Other categories	Transposon related functions		@Intracellular				
lp_1289	1177150	1177689	-	lp_1289	purine/pyrimidine phosphoribosyltransferase (putative)	Purines, pyrimidines, nucleosides and nucleotides	Salvage of nucleosides and nucleotides	2.4.2.-	@Intracellular				
lp_1290	1177695	1178828	-	lp_1290	purine/pyrimidine permease (putative)	Transport and binding proteins	Nucleosides, purines and pyrimidines		@Multi-transmembrane				
lp_1291	1178960	1179478	+	lp_1291	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1292	1179676	1180191	-	lp_1292	acetyltransferase, GNAT family (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_1293	1180309	1181142	-	lp_1293	metallo-phosphoesterase (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_1295	1181984	1183306	-	lp_1295	cation transport protein	Transport and binding proteins	Cations		@Multi-transmembrane				
lp_1296	1183281	1184252	-	hemH	ferrochelatase	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	4.99.1.1	@Intracellular				
lp_1297	1184587	1185966	-	lp_1297	S-methylmethionine transport protein (putative)	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_1298	1186080	1187006	+	metH	homocysteine S-methyltransferase (cobalamin-dependent) 	Amino acid biosynthesis	Aspartate family	2.1.1.10	@Intracellular				
lp_1299	1187430	1188923	+	tagE1	poly(glycerol-phosphate) alpha-glucosyltransferase	Cell envelope	Teichoic acid biosynthesis	2.4.1.52	@Intracellular				
lp_1300	1189005	1189721	-	lp_1300	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_1301	1189935	1191119	+	metK	methionine adenosyltransferase	Central intermediary metabolism	General	2.5.1.6	@Intracellular				
lp_1302	1191259	1192758	+	lp_1302	methionine transport protein (putative)	Transport and binding proteins	Multidrug resistance		@Multi-transmembrane				
lp_1303a	1193201	1203280	+	sdr	cell surface SD repeat protein precursor	Cell envelope	Cell surface proteins: other		@Multi-transmembrane				
lp_1310	1203410	1205041	+	lp_1310	poly (glycerol-phosphate) alpha-glucosyltransferase (putative)	Cell envelope	Teichoic acid biosynthesis		@Intracellular				
lp_1311	1205071	1206576	+	tagE2	poly(glycerol-phosphate) alpha-glucosyltransferase	Cell envelope	Teichoic acid biosynthesis	2.4.1.52	@Intracellular				
lp_1312	1206590	1208113	+	tagE3	poly(glycerol-phosphate) alpha-glucosyltransferase	Cell envelope	Teichoic acid biosynthesis	2.4.1.52	@Intracellular				
lp_1313	1208146	1208340	+	lp_1313	unknown	Hypothetical proteins	Conserved: other		@N-terminally anchored (No CS)				
lp_1314	1208442	1209032	-	lp_1314	methyltransferase, SAM-dependent (putative)	Hypothetical proteins	Conserved: putative function	2.1.1.-	@N-terminally anchored (No CS)				
lp_1315	1209039	1209719	-	lp_1315	membrane-associated phospholipid phosphatase (putative)	Hypothetical proteins	Conserved: putative function		@Multi-transmembrane				
lp_1316	1210182	1212605	+	leuS	leucine--tRNA ligase	Protein synthesis	tRNA aminoacylation	6.1.1.4	@Intracellular				
lp_1317	1213204	1214799	+	lp_1317	polysaccharide transport protein (putative)	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_1319	1214810	1215547	+	rsuA	pseudouridylate synthase A	Protein synthesis	tRNA and rRNA base modification	4.2.1.70	@Intracellular				
lp_1320	1215690	1216523	-	lp_1320	sugar kinase	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_1321	1216650	1218050	+	pepV	Xaa-His dipeptidase	Protein fate	Degradation of proteins, peptides, and glycopeptides	3.4.13.3	@Intracellular				
lp_1322	1218080	1218583	+	lp_1322	nucleotide-binding protein, universal stress protein UspA family	Cellular processes	Adaptation and atypical conditions: other		@Intracellular				
lp_1324	1218922	1220025	+	lp_1324	glycerol-3-phosphate ABC transporter, ATP-binding protein (putative)	Transport and binding proteins	Carbohydrates, organic alcohols and acids		@Intracellular				
lp_1325	1220078	1220965	+	lp_1325	glycerol-3-phosphate ABC transporter, permease protein (putative)	Transport and binding proteins	Carbohydrates, organic alcohols and acids		@Multi-transmembrane				
lp_1326	1220980	1221807	+	lp_1326	glycerol-3-phosphate ABC transporter, permease protein (putative)	Transport and binding proteins	Carbohydrates, organic alcohols and acids		@Multi-transmembrane				
lp_1327	1221807	1223156	+	lp_1327	glycerol-3-phosphate ABC transporter, substrate binding protein (putative)	Transport and binding proteins	Carbohydrates, organic alcohols and acids		@N-terminally anchored (No CS)				
lp_1328	1223180	1223863	+	glpQ1	glycerophosphodiester phosphodiesterase	Fatty acid and phospholipid metabolism	Glycerolipid metabolism	3.1.4.46	@Intracellular				
lp_1329	1224051	1224695	-	dgk2	deoxynucleoside kinase	Purines, pyrimidines, nucleosides and nucleotides	2'-deoxyribonucleotide metabolism	2.7.1.-	@Intracellular				
lp_1330	1224803	1225180	-	mscL	large conductance mechanosensitive channel	Transport and binding proteins	Other		@Multi-transmembrane				
lp_1332	1225687	1228635	-	lp_1332	ABC transporter (putative)	Hypothetical proteins	Conserved: putative function		@Multi-transmembrane				
lp_1333	1229036	1229200	-	lp_1333	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1334	1229224	1229958	-	lp_1334	ABC transporter, permease protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_1335	1229958	1230812	-	lp_1335	ABC transporter, ATP-binding protein	Transport and binding proteins	Unknown substrate		@Intracellular				
lp_1336	1230966	1231949	-	lp_1336	bifunctional protein: ABC transporter, ATP-binding protein; transcriptional regulator,  LytR family 	Transport and binding proteins	Unknown substrate		@Intracellular				
lp_1339	1232515	1233315	-	mrsA1	protein-methionine-S-oxide reductase	Protein fate	Protein modification and repair	1.8.4.11	@Intracellular				
lp_1341	1233646	1234035	+	lp_1341	transcription regulator, MerR family	Regulatory functions	MerR-family regulators		@Intracellular				
lp_1342	1234035	1234673	+	lp_1342	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1343	1234692	1235627	+	lp_1343	transport protein	Transport and binding proteins	Drug/metabolite (DMT superfamily)		@Multi-transmembrane				
lp_1345	1235897	1236103	-	lp_1345	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_1346	1236566	1237645	+	asd1	aspartate-semialdehyde dehydrogenase	Amino acid biosynthesis	Aspartate family	1.2.1.11	@Intracellular				
lp_1347	1237838	1238701	+	lp_1347	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1348	1238706	1239101	+	lp_1348	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1350	1239260	1240372	+	lp_1350	NADH:flavin oxidoreductase/NADH oxidase	Energy metabolism	Aerobic	1.-.-.-	@Intracellular				
lp_1351	1240401	1241249	+	lp_1351	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_1352	1241326	1241688	-	lp_1352	transcription regulator, MarR family (putative)	Regulatory functions	Other		@Intracellular				
lp_1353	1242056	1242874	+	lp_1353	hydrolase, HAD superfamily, Cof family	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_1354	1243007	1243612	+	lp_1354	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1354a	1243755	1243928	+	pltA	peptide pheromone precursor	Regulatory functions	Two-component regulators		@Intracellular				
lp_1355	1243904	1245163	+	pltK	histidine protein kinase; sensor protein	Regulatory functions	Two-component regulators	2.7.3.-	@Multi-transmembrane				
lp_1356	1245172	1245936	+	pltR	two-component response regulator	Regulatory functions	Two-component regulators		@Intracellular				
lp_1357	1246107	1246442	+	lp_1357	extracellular protein, membrane-anchored (putative)	Cell envelope	Cell surface proteins: membrane bound		@N-terminally anchored (No CS)				
lp_1358	1246605	1247024	+	lp_1358	integral membrane protein	Hypothetical proteins	Not conserved: membrane proteins		@Multi-transmembrane(Lipid modified N-termini)				
lp_1359	1247069	1247731	-	lp_1359	membrane-bound protease, CAAX family	Cell envelope	Cell surface proteins: membrane bound		@Multi-transmembrane				
lp_1360	1248427	1248903	-	lp_1360	transcription regulator, MarR family	Regulatory functions	MarR-family regulators		@Intracellular				
lp_1362	1249020	1249529	-	lp_1362	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_1363	1249644	1249928	+	lp_1363	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1364	1249993	1252260	+	uvrA2	excinuclease ABC, subunit A	DNA metabolism	Degradation of DNA		@Intracellular				
lp_1369	1253115	1253537	-	lp_1369	lipoprotein precursor (putative)	Cell envelope	Cell surface proteins: lipoproteins		@Lipid anchored				
lp_1370	1253553	1253669	-	lp_1370	unknown	Hypothetical proteins	Not conserved: other		@N-terminally anchored (No CS)				new gene
lp_1371	1253705	1254772	-	lp_1371	extracellular protein, membrane-anchored (putative)	Cell envelope	Cell surface proteins: membrane bound		@N-terminally anchored (No CS)				
lp_1372	1254863	1255339	+	gtcA1	teichoic acid glycosylation protein (putative)	Cell envelope	Teichoic acid biosynthesis		@Multi-transmembrane				
lp_1373	1255445	1255846	-	lp_1373	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_1374	1255877	1257730	-	lp_1374	bifunctional protein: homocysteine methyltransferase (cobalamin-dependent); methylenetetrahydrofolate reductase	Amino acid biosynthesis	Aspartate family	2.1.1.13; 1.5.1.20	@Intracellular				
lp_1375	1257747	1260050	-	metE	homocysteine S-methyltransferase (cobalamin-independent)	Amino acid biosynthesis	Aspartate family	2.1.1.14	@Intracellular				
lp_1377	1260939	1262573	+	lp_1377	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1378	1262554	1263726	+	cysD	sulfate adenylyltransferase	Central intermediary metabolism	Sulfur metabolism	2.7.7.4	@Intracellular				
lp_1379	1263732	1264352	+	cysC	adenylylsulfate kinase	Central intermediary metabolism	Sulfur metabolism	2.7.1.25	@Intracellular				
lp_1380	1264324	1265298	+	lp_1380	phosphoesterase, DHH family	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_1381	1265522	1267258	+	astA	arylsulfate sulfotransferase	Central intermediary metabolism	Sulfur metabolism	2.8.2.22	@N-terminally anchored (No CS)				
lp_1385	1267767	1269539	+	lp_1385	sodium/sulfate symport protein (putative)	Transport and binding proteins	Cations		@Multi-transmembrane				
lp_1386	1269818	1271206	+	lp_1386	cation efflux protein (putative)	Transport and binding proteins	Cations		@Multi-transmembrane				
lp_1388	1271336	1271578	+	lp_1388	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1390	1271970	1272413	+	lp_1390	acetyltransferase, GNAT family (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_1391	1272688	1274373	+	argS	arginine--tRNA ligase	Protein synthesis	tRNA aminoacylation	6.1.1.19	@Intracellular				
lp_1392	1274585	1275058	-	lp_1392	unknown	Hypothetical proteins	Not conserved: other		@Multi-transmembrane				
lp_1393	1275328	1277319	+	lp_1393	ABC transporter, ATP-binding and permease protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_1394	1278006	1278305	+	lp_1394	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_1395	1278327	1278659	+	lp_1395	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_1396	1278797	1281349	+	lp_1396	transcription regulator, LuxR family	Regulatory functions	Other		@Intracellular				
lp_1397	1281568	1282035	-	lp_1397	transcription regulator (putative)	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_1398	1282319	1282654	+	pts15A	beta-glucosides PTS, EIIA	Transport and binding proteins	PTS systems	2.7.1.69	@Intracellular				
lp_1399	1282654	1282950	+	pts15B	beta-glucosides PTS, EIIB	Transport and binding proteins	PTS systems	2.7.1.69	@Intracellular				
lp_1400	1282987	1284339	+	pts15C	beta-glucosides PTS, EIIC	Transport and binding proteins	PTS systems	2.7.1.69	@Multi-transmembrane				
lp_1401	1284345	1285814	+	pbg3	6-phospho-beta-glucosidase	Energy metabolism	Sugars	3.2.1.86	@Intracellular				
lp_1402	1285832	1287013	-	lp_1402	transport protein	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_1403	1287016	1287624	-	lp_1403	cell surface protein, ErfK family	Cell envelope	Cell surface proteins: membrane bound		@N-terminally anchored (No CS)				
lp_1406	1287897	1288136	-	dltC2	D-alanine--poly(phosphoribitol) ligase subunit 2	Cell envelope	Teichoic acid biosynthesis	6.1.1.13	@Intracellular				
lp_1407	1288242	1289690	-	lp_1407	aminotransferase (PLP-dependent) with N-terminal regulator domain, GntR family	Energy metabolism	Amino acids and amines	2.6.1.5	@Intracellular				
lp_1409	1289924	1290529	+	lp_1409	amino acid efflux protein	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_1410	1290598	1291716	+	arcT	aminotransferase (PLP-dependent)	Energy metabolism	Amino acids and amines		@Intracellular				
lp_1411	1291897	1292355	+	argR1	arginine catabolic regulator	Regulatory functions	Other		@Intracellular				
lp_1412	1292436	1292555	+	lp_1412	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1413	1292852	1294978	+	pbp2A	transpeptidase-transglycosylase (penicillin binding protein 2A)	Cell envelope	Murein sacculus and peptidoglycan	2.4.1.129; 3.4.-.-	@N-terminally anchored (No CS)				
lp_1415	1295072	1295413	+	lp_1415	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_1416	1295486	1296703	+	lp_1416	phosphoesterase	Hypothetical proteins	Conserved: putative function		@Intracellular				
